Panel;Wêze³;Przypadek;MXX (kNm/m);MYY (kNm/m);MXY (kNm/m);NXX (kN/m);NYY (kN/m);NXY (kN/m);QXX (kN/m);QYY (kN/m)
 6; 9677; 3 (K);-7,39;2,14;6,12;-13,43;-28,04;-0,07;2,43;19,15
 6; 9678; 3 (K);-5,88;4,33;6,11;-11,35;-27,02;-0,23;1,82;18,82
 6; 9679; 3 (K);-4,39;6,48;6,04;-9,36;-25,97;-0,38;1,21;18,60
 6; 9680; 3 (K);-2,92;8,63;5,92;-7,43;-24,90;-0,53;0,59;18,50
 6; 9681; 3 (K);-1,48;10,80;5,76;-5,58;-23,81;-0,67;-0,03;18,52
 6; 9682; 3 (K);-0,07;13,00;5,55;-3,78;-22,69;-0,79;-0,66;18,66
 6; 9683; 3 (K);1,30;15,26;5,31;-2,04;-21,56;-0,88;-1,32;18,90
 6; 9684; 3 (K);2,65;17,65;4,30;-0,36;-20,42;-0,96;-0,67;20,06
 6; 9685; 3 (K);-20,24;-20,12;3,59;-32,08;-35,52;0,05;5,49;26,47
 6; 9686; 3 (K);-18,72;-16,72;3,97;-29,67;-34,61;0,20;5,15;25,25
 6; 9687; 3 (K);-17,18;-13,55;4,29;-27,26;-33,70;0,29;4,77;24,13
 6; 9688; 3 (K);-15,61;-10,58;4,57;-24,86;-32,81;0,33;4,36;23,11
 6; 9689; 3 (K);-14,04;-7,79;4,80;-22,50;-31,91;0,31;3,93;22,21
 6; 9690; 3 (K);-12,45;-5,16;4,98;-20,17;-30,99;0,26;3,48;21,41
 6; 9691; 3 (K);-10,87;-2,66;5,11;-17,91;-30,05;0,17;3,01;20,73
 6; 9692; 3 (K);-9,29;-0,26;5,19;-15,70;-29,09;0,06;2,53;20,17
 6; 9693; 3 (K);-7,71;2,06;5,22;-13,56;-28,10;-0,06;2,03;19,72
 6; 9694; 3 (K);-6,16;4,31;5,21;-11,49;-27,09;-0,19;1,53;19,39
 6; 9695; 3 (K);-4,62;6,54;5,16;-9,49;-26,05;-0,32;1,01;19,17
 6; 9696; 3 (K);-3,10;8,75;5,07;-7,56;-24,98;-0,44;0,49;19,08
 6; 9697; 3 (K);-1,61;10,97;4,93;-5,69;-23,89;-0,55;-0,03;19,10
 6; 9698; 3 (K);-0,15;13,24;4,75;-3,87;-22,79;-0,65;-0,56;19,24
 6; 9699; 3 (K);1,28;15,56;4,55;-2,12;-21,66;-0,74;-1,12;19,48
 6; 9700; 3 (K);2,68;18,02;3,69;-0,41;-20,53;-0,80;-0,55;20,68
 6; 9701; 3 (K);-20,70;-20,65;2,93;-31,90;-35,72;-0,02;4,43;26,82
 6; 9702; 3 (K);-19,17;-17,20;3,25;-29,55;-34,77;0,12;4,16;25,62
 6; 9703; 3 (K);-17,61;-13,97;3,52;-27,20;-33,84;0,20;3,86;24,53
 6; 9704; 3 (K);-16,03;-10,94;3,75;-24,85;-32,92;0,23;3,53;23,53
 6; 9705; 3 (K);-14,43;-8,09;3,94;-22,52;-32,00;0,23;3,18;22,64
 6; 9706; 3 (K);-12,82;-5,40;4,09;-20,23;-31,07;0,19;2,82;21,86
 6; 9707; 3 (K);-11,20;-2,84;4,20;-17,98;-30,12;0,13;2,44;21,19
 6; 9708; 3 (K);-9,59;-0,38;4,27;-15,80;-29,15;0,04;2,05;20,63
 6; 9709; 3 (K);-7,98;1,99;4,30;-13,67;-28,16;-0,05;1,65;20,19
 6; 9710; 3 (K);-6,39;4,30;4,30;-11,60;-27,15;-0,15;1,24;19,86
 6; 9711; 3 (K);-4,81;6,58;4,26;-9,60;-26,11;-0,26;0,82;19,65
 6; 9712; 3 (K);-3,25;8,84;4,18;-7,66;-25,05;-0,36;0,40;19,56
 6; 9713; 3 (K);-1,72;11,12;4,07;-5,78;-23,96;-0,45;-0,03;19,58
 6; 9714; 3 (K);-0,22;13,43;3,93;-3,95;-22,86;-0,53;-0,46;19,72
 6; 9715; 3 (K);1,26;15,81;3,77;-2,18;-21,74;-0,60;-0,91;19,96
 6; 9716; 3 (K);2,71;18,32;3,06;-0,45;-20,61;-0,65;-0,44;21,20
 6; 9717; 3 (K);-21,06;-21,08;2,28;-31,76;-35,88;-0,05;3,41;27,09
 6; 9718; 3 (K);-19,52;-17,58;2,52;-29,45;-34,91;0,06;3,20;25,92
 6; 9719; 3 (K);-17,95;-14,31;2,74;-27,14;-33,95;0,13;2,97;24,85
 6; 9720; 3 (K);-16,35;-11,23;2,92;-24,83;-33,01;0,16;2,72;23,87
 6; 9721; 3 (K);-14,73;-8,34;3,07;-22,53;-32,07;0,16;2,46;22,99
 6; 9722; 3 (K);-13,10;-5,60;3,19;-20,27;-31,13;0,14;2,17;22,22
 6; 9723; 3 (K);-11,46;-2,99;3,28;-18,04;-30,17;0,09;1,88;21,56
 6; 9724; 3 (K);-9,83;-0,49;3,34;-15,87;-29,20;0,03;1,58;21,01
 6; 9725; 3 (K);-8,19;1,93;3,37;-13,75;-28,21;-0,04;1,27;20,57
 6; 9726; 3 (K);-6,57;4,29;3,36;-11,69;-27,19;-0,12;0,95;20,24
 6; 9727; 3 (K);-4,96;6,61;3,33;-9,68;-26,15;-0,20;0,63;20,04
 6; 9728; 3 (K);-3,37;8,91;3,28;-7,74;-25,09;-0,27;0,30;19,94
 6; 9729; 3 (K);-1,80;11,24;3,19;-5,85;-24,01;-0,35;-0,03;19,97
 6; 9730; 3 (K);-0,27;13,59;3,08;-4,02;-22,91;-0,41;-0,36;20,11
 6; 9731; 3 (K);1,24;16,01;2,95;-2,23;-21,80;-0,46;-0,71;20,34
 6; 9732; 3 (K);2,73;18,56;2,40;-0,49;-20,67;-0,50;-0,33;21,61
 6; 9733; 3 (K);-21,32;-21,40;1,62;-31,65;-36,01;-0,05;2,42;27,29
 6; 9734; 3 (K);-19,77;-17,87;1,80;-29,38;-35,01;0,03;2,27;26,14
 6; 9735; 3 (K);-18,19;-14,56;1,96;-27,09;-34,04;0,08;2,11;25,08
 6; 9736; 3 (K);-16,58;-11,45;2,09;-24,81;-33,08;0,10;1,93;24,11
 6; 9737; 3 (K);-14,95;-8,52;2,20;-22,54;-32,13;0,10;1,74;23,25
 6; 9738; 3 (K);-13,31;-5,74;2,29;-20,29;-31,18;0,09;1,54;22,48
 6; 9739; 3 (K);-11,66;-3,10;2,35;-18,08;-30,21;0,06;1,34;21,83
 6; 9740; 3 (K);-10,00;-0,57;2,39;-15,92;-29,24;0,02;1,12;21,28
 6; 9741; 3 (K);-8,35;1,88;2,41;-13,81;-28,24;-0,03;0,90;20,85
 6; 9742; 3 (K);-6,70;4,27;2,41;-11,75;-27,22;-0,09;0,68;20,53
 6; 9743; 3 (K);-5,07;6,63;2,39;-9,74;-26,19;-0,14;0,45;20,32
 6; 9744; 3 (K);-3,46;8,97;2,35;-7,80;-25,13;-0,19;0,21;20,23
 6; 9745; 3 (K);-1,87;11,32;2,29;-5,90;-24,05;-0,24;-0,02;20,26
 6; 9746; 3 (K);-0,30;13,71;2,21;-4,06;-22,95;-0,29;-0,26;20,40
 6; 9747; 3 (K);1,23;16,15;2,12;-2,27;-21,84;-0,33;-0,51;20,63
 6; 9748; 3 (K);2,75;18,75;1,73;-0,51;-20,71;-0,36;-0,23;21,92
 6; 9749; 3 (K);-21,49;-21,62;0,97;-31,57;-36,10;-0,04;1,44;27,43
 6; 9750; 3 (K);-19,94;-18,06;1,08;-29,32;-35,08;0,01;1,36;26,29
 6; 9751; 3 (K);-18,35;-14,73;1,18;-27,06;-34,10;0,04;1,26;25,24
 6; 9752; 3 (K);-16,74;-11,60;1,26;-24,79;-33,13;0,06;1,15;24,28
 6; 9753; 3 (K);-15,10;-8,64;1,32;-22,54;-32,17;0,06;1,04;23,42
 6; 9754; 3 (K);-13,45;-5,84;1,37;-20,31;-31,21;0,05;0,92;22,66
 6; 9755; 3 (K);-11,78;-3,18;1,41;-18,11;-30,24;0,03;0,80;22,01
 6; 9756; 3 (K);-10,12;-0,62;1,44;-15,95;-29,26;0,01;0,67;21,47
 6; 9757; 3 (K);-8,45;1,85;1,45;-13,85;-28,26;-0,02;0,54;21,04
 6; 9758; 3 (K);-6,79;4,27;1,45;-11,79;-27,25;-0,05;0,40;20,72
 6; 9759; 3 (K);-5,14;6,64;1,44;-9,79;-26,21;-0,08;0,27;20,51
 6; 9760; 3 (K);-3,51;9,00;1,42;-7,84;-25,15;-0,12;0,13;20,42
 6; 9761; 3 (K);-1,91;11,38;1,38;-5,94;-24,07;-0,15;-0,01;20,45
 6; 9762; 3 (K);-0,33;13,79;1,33;-4,09;-22,98;-0,17;-0,16;20,59
 6; 9763; 3 (K);1,22;16,25;1,28;-2,29;-21,86;-0,20;-0,31;20,82
 6; 9764; 3 (K);2,76;18,87;1,04;-0,53;-20,74;-0,21;-0,14;22,13
 6; 9765; 3 (K);-21,57;-21,72;0,32;-31,53;-36,14;-0,01;0,48;27,49
 6; 9766; 3 (K);-20,02;-18,16;0,36;-29,30;-35,12;0,00;0,45;26,36
 6; 9767; 3 (K);-18,44;-14,81;0,39;-27,04;-34,13;0,01;0,42;25,31
 6; 9768; 3 (K);-16,82;-11,67;0,42;-24,79;-33,16;0,02;0,38;24,36
 6; 9769; 3 (K);-15,18;-8,70;0,44;-22,54;-32,19;0,02;0,35;23,50
 6; 9770; 3 (K);-13,52;-5,89;0,46;-20,31;-31,23;0,02;0,31;22,75
 6; 9771; 3 (K);-11,85;-3,22;0,47;-18,12;-30,26;0,01;0,27;22,10
 6; 9772; 3 (K);-10,17;-0,65;0,48;-15,97;-29,27;0,00;0,22;21,56
 6; 9773; 3 (K);-8,50;1,84;0,48;-13,86;-28,27;-0,01;0,18;21,13
 6; 9774; 3 (K);-6,83;4,26;0,48;-11,81;-27,26;-0,02;0,13;20,81
 6; 9775; 3 (K);-5,18;6,65;0,48;-9,81;-26,22;-0,03;0,09;20,61
 6; 9776; 3 (K);-3,54;9,02;0,47;-7,86;-25,16;-0,04;0,04;20,52
 6; 9777; 3 (K);-1,93;11,41;0,46;-5,96;-24,08;-0,05;-0,00;20,54
 6; 9778; 3 (K);-0,34;13,83;0,45;-4,11;-22,99;-0,06;-0,05;20,68
 6; 9779; 3 (K);1,22;16,30;0,43;-2,30;-21,88;-0,07;-0,10;20,92
 6; 9780; 3 (K);2,76;18,93;0,35;-0,54;-20,75;-0,07;-0,05;22,23
 6; 9781; 3 (K);-21,57;-21,72;-0,32;-31,53;-36,14;0,01;-0,48;27,49
 6; 9782; 3 (K);-20,02;-18,16;-0,36;-29,30;-35,12;-0,00;-0,45;26,36
 6; 9783; 3 (K);-18,44;-14,81;-0,39;-27,04;-34,13;-0,01;-0,42;25,31
 6; 9784; 3 (K);-16,82;-11,67;-0,42;-24,79;-33,16;-0,02;-0,38;24,36
 6; 9785; 3 (K);-15,18;-8,70;-0,44;-22,54;-32,19;-0,02;-0,35;23,50
 6; 9786; 3 (K);-13,52;-5,89;-0,46;-20,31;-31,23;-0,02;-0,31;22,75
 6; 9787; 3 (K);-11,85;-3,22;-0,47;-18,12;-30,26;-0,01;-0,27;22,10
 6; 9788; 3 (K);-10,17;-0,65;-0,48;-15,97;-29,27;-0,00;-0,22;21,56
 6; 9789; 3 (K);-8,50;1,84;-0,48;-13,86;-28,27;0,01;-0,18;21,13
 6; 9790; 3 (K);-6,83;4,26;-0,48;-11,81;-27,26;0,02;-0,13;20,81
 6; 9791; 3 (K);-5,18;6,65;-0,48;-9,81;-26,22;0,03;-0,09;20,61
 6; 9792; 3 (K);-3,54;9,02;-0,47;-7,86;-25,16;0,04;-0,04;20,52
 6; 9793; 3 (K);-1,93;11,41;-0,46;-5,96;-24,08;0,05;0,00;20,54
 6; 9794; 3 (K);-0,34;13,83;-0,45;-4,11;-22,99;0,06;0,05;20,68
 6; 9795; 3 (K);1,22;16,30;-0,43;-2,30;-21,88;0,07;0,10;20,92
 6; 9796; 3 (K);2,76;18,93;-0,35;-0,54;-20,75;0,07;0,05;22,23
 6; 9797; 3 (K);-21,49;-21,62;-0,97;-31,57;-36,10;0,04;-1,44;27,43
 6; 9798; 3 (K);-19,94;-18,06;-1,08;-29,32;-35,08;-0,01;-1,36;26,29
 6; 9799; 3 (K);-18,35;-14,73;-1,18;-27,06;-34,10;-0,04;-1,26;25,24
 6; 9800; 3 (K);-16,74;-11,60;-1,26;-24,79;-33,13;-0,06;-1,15;24,28
 6; 9801; 3 (K);-15,10;-8,64;-1,32;-22,54;-32,17;-0,06;-1,04;23,42
 6; 9802; 3 (K);-13,45;-5,84;-1,37;-20,31;-31,21;-0,05;-0,92;22,66
 6; 9803; 3 (K);-11,78;-3,18;-1,41;-18,11;-30,24;-0,03;-0,80;22,01
 6; 9804; 3 (K);-10,12;-0,62;-1,44;-15,95;-29,26;-0,01;-0,67;21,47
 6; 9805; 3 (K);-8,45;1,85;-1,45;-13,85;-28,26;0,02;-0,54;21,04
 6; 9806; 3 (K);-6,79;4,27;-1,45;-11,79;-27,25;0,05;-0,40;20,72
 6; 9807; 3 (K);-5,14;6,64;-1,44;-9,79;-26,21;0,08;-0,27;20,51
 6; 9808; 3 (K);-3,51;9,00;-1,42;-7,84;-25,15;0,12;-0,13;20,42
 6; 9809; 3 (K);-1,91;11,38;-1,38;-5,94;-24,07;0,15;0,01;20,45
 6; 9810; 3 (K);-0,33;13,79;-1,33;-4,09;-22,98;0,17;0,16;20,59
 6; 9811; 3 (K);1,22;16,25;-1,28;-2,29;-21,86;0,20;0,31;20,82
 6; 9812; 3 (K);2,76;18,87;-1,04;-0,53;-20,74;0,21;0,14;22,13
 6; 9813; 3 (K);-21,32;-21,40;-1,62;-31,65;-36,01;0,05;-2,42;27,29
 6; 9814; 3 (K);-19,77;-17,87;-1,80;-29,38;-35,01;-0,03;-2,27;26,14
 6; 9815; 3 (K);-18,19;-14,56;-1,96;-27,09;-34,04;-0,08;-2,11;25,08
 6; 9816; 3 (K);-16,58;-11,45;-2,09;-24,81;-33,08;-0,10;-1,93;24,11
 6; 9817; 3 (K);-14,95;-8,52;-2,20;-22,54;-32,13;-0,10;-1,74;23,25
 6; 9818; 3 (K);-13,31;-5,74;-2,29;-20,29;-31,18;-0,09;-1,54;22,48
 6; 9819; 3 (K);-11,66;-3,10;-2,35;-18,08;-30,21;-0,06;-1,34;21,83
 6; 9820; 3 (K);-10,00;-0,57;-2,39;-15,92;-29,24;-0,02;-1,12;21,28
 6; 9821; 3 (K);-8,35;1,88;-2,41;-13,81;-28,24;0,03;-0,90;20,85
 6; 9822; 3 (K);-6,70;4,27;-2,41;-11,75;-27,22;0,09;-0,68;20,53
 6; 9823; 3 (K);-5,07;6,63;-2,39;-9,74;-26,19;0,14;-0,45;20,32
 6; 9824; 3 (K);-3,46;8,97;-2,35;-7,80;-25,13;0,19;-0,21;20,23
 6; 9825; 3 (K);-1,87;11,32;-2,29;-5,90;-24,05;0,24;0,02;20,26
 6; 9826; 3 (K);-0,30;13,71;-2,21;-4,06;-22,95;0,29;0,26;20,40
 6; 9827; 3 (K);1,23;16,15;-2,12;-2,27;-21,84;0,33;0,51;20,63
 6; 9828; 3 (K);2,75;18,75;-1,73;-0,51;-20,71;0,36;0,23;21,92
 6; 9829; 3 (K);-21,06;-21,08;-2,28;-31,76;-35,88;0,05;-3,41;27,09
 6; 9830; 3 (K);-19,52;-17,58;-2,52;-29,45;-34,91;-0,06;-3,20;25,92
 6; 9831; 3 (K);-17,95;-14,31;-2,74;-27,14;-33,95;-0,13;-2,97;24,85
 6; 9832; 3 (K);-16,35;-11,23;-2,92;-24,83;-33,01;-0,16;-2,72;23,87
 6; 9833; 3 (K);-14,73;-8,34;-3,07;-22,53;-32,07;-0,16;-2,46;22,99
 6; 9834; 3 (K);-13,10;-5,60;-3,19;-20,27;-31,13;-0,14;-2,17;22,22
 6; 9835; 3 (K);-11,46;-2,99;-3,28;-18,04;-30,17;-0,09;-1,88;21,56
 6; 9836; 3 (K);-9,83;-0,49;-3,34;-15,87;-29,20;-0,03;-1,58;21,01
 6; 9837; 3 (K);-8,19;1,93;-3,37;-13,75;-28,21;0,04;-1,27;20,57
 6; 9838; 3 (K);-6,57;4,29;-3,36;-11,69;-27,19;0,12;-0,95;20,24
 6; 9839; 3 (K);-4,96;6,61;-3,33;-9,68;-26,15;0,20;-0,63;20,04
 6; 9840; 3 (K);-3,37;8,91;-3,28;-7,74;-25,09;0,27;-0,30;19,94
 6; 9841; 3 (K);-1,80;11,24;-3,19;-5,85;-24,01;0,35;0,03;19,97
 6; 9842; 3 (K);-0,27;13,59;-3,08;-4,02;-22,91;0,41;0,36;20,11
 6; 9843; 3 (K);1,24;16,01;-2,95;-2,23;-21,80;0,46;0,71;20,34
 6; 9844; 3 (K);2,73;18,56;-2,40;-0,49;-20,67;0,50;0,33;21,61
 6; 9845; 3 (K);-20,70;-20,65;-2,93;-31,90;-35,72;0,02;-4,43;26,82
 6; 9846; 3 (K);-19,17;-17,20;-3,25;-29,55;-34,77;-0,12;-4,16;25,62
 6; 9847; 3 (K);-17,61;-13,97;-3,52;-27,20;-33,84;-0,20;-3,86;24,53
 6; 9848; 3 (K);-16,03;-10,94;-3,75;-24,85;-32,92;-0,23;-3,53;23,53
 6; 9849; 3 (K);-14,43;-8,09;-3,94;-22,52;-32,00;-0,23;-3,18;22,64
 6; 9850; 3 (K);-12,82;-5,40;-4,09;-20,23;-31,07;-0,19;-2,82;21,86
 6; 9851; 3 (K);-11,20;-2,84;-4,20;-17,98;-30,12;-0,13;-2,44;21,19
 6; 9852; 3 (K);-9,59;-0,38;-4,27;-15,80;-29,15;-0,04;-2,05;20,63
 6; 9853; 3 (K);-7,98;1,99;-4,30;-13,67;-28,16;0,05;-1,65;20,19
 6; 9854; 3 (K);-6,39;4,30;-4,30;-11,60;-27,15;0,15;-1,24;19,86
 6; 9855; 3 (K);-4,81;6,58;-4,26;-9,60;-26,11;0,26;-0,82;19,65
 6; 9856; 3 (K);-3,25;8,84;-4,18;-7,66;-25,05;0,36;-0,40;19,56
 6; 9857; 3 (K);-1,72;11,12;-4,07;-5,78;-23,96;0,45;0,03;19,58
 6; 9858; 3 (K);-0,22;13,43;-3,93;-3,95;-22,86;0,53;0,46;19,72
 6; 9859; 3 (K);1,26;15,81;-3,77;-2,18;-21,74;0,60;0,91;19,96
 6; 9860; 3 (K);2,71;18,32;-3,06;-0,45;-20,61;0,65;0,44;21,20
 6; 9861; 3 (K);-20,24;-20,12;-3,59;-32,08;-35,52;-0,05;-5,49;26,47
 6; 9862; 3 (K);-18,72;-16,72;-3,97;-29,67;-34,61;-0,20;-5,15;25,25
 6; 9863; 3 (K);-17,18;-13,55;-4,29;-27,26;-33,70;-0,29;-4,77;24,13
 6; 9864; 3 (K);-15,61;-10,58;-4,57;-24,86;-32,81;-0,33;-4,36;23,11
 6; 9865; 3 (K);-14,04;-7,79;-4,80;-22,50;-31,91;-0,31;-3,93;22,21
 6; 9866; 3 (K);-12,45;-5,16;-4,98;-20,17;-30,99;-0,26;-3,48;21,41
 6; 9867; 3 (K);-10,87;-2,66;-5,11;-17,91;-30,05;-0,17;-3,01;20,73
 6; 9868; 3 (K);-9,29;-0,26;-5,19;-15,70;-29,09;-0,06;-2,53;20,17
 6; 9869; 3 (K);-7,71;2,06;-5,22;-13,56;-28,10;0,06;-2,03;19,72
 6; 9870; 3 (K);-6,16;4,31;-5,21;-11,49;-27,09;0,19;-1,53;19,39
 6; 9871; 3 (K);-4,62;6,54;-5,16;-9,49;-26,05;0,32;-1,01;19,17
 6; 9872; 3 (K);-3,10;8,75;-5,07;-7,56;-24,98;0,44;-0,49;19,08
 6; 9873; 3 (K);-1,61;10,97;-4,93;-5,69;-23,89;0,55;0,03;19,10
 6; 9874; 3 (K);-0,15;13,24;-4,75;-3,87;-22,79;0,65;0,56;19,24
 6; 9875; 3 (K);1,28;15,56;-4,55;-2,12;-21,66;0,74;1,12;19,48
 6; 9876; 3 (K);2,68;18,02;-3,69;-0,41;-20,53;0,80;0,55;20,68
 6; 9877; 3 (K);-19,68;-19,49;-4,24;-32,28;-35,29;-0,15;-6,59;26,04
 6; 9878; 3 (K);-18,17;-16,16;-4,68;-29,80;-34,42;-0,32;-6,17;24,79
 6; 9879; 3 (K);-16,65;-13,06;-5,07;-27,33;-33,55;-0,41;-5,71;23,64
 6; 9880; 3 (K);-15,10;-10,16;-5,39;-24,87;-32,68;-0,44;-5,22;22,60
 6; 9881; 3 (K);-13,56;-7,44;-5,65;-22,46;-31,80;-0,41;-4,70;21,68
 6; 9882; 3 (K);-12,00;-4,87;-5,85;-20,10;-30,90;-0,34;-4,16;20,87
 6; 9883; 3 (K);-10,46;-2,44;-6,00;-17,80;-29,98;-0,22;-3,60;20,18
 6; 9884; 3 (K);-8,91;-0,11;-6,09;-15,58;-29,02;-0,09;-3,02;19,60
 6; 9885; 3 (K);-7,39;2,14;-6,12;-13,43;-28,04;0,07;-2,43;19,15
 6; 9886; 3 (K);-5,88;4,33;-6,11;-11,35;-27,02;0,23;-1,82;18,82
 6; 9887; 3 (K);-4,39;6,48;-6,04;-9,36;-25,97;0,38;-1,21;18,60
 6; 9888; 3 (K);-2,92;8,63;-5,92;-7,43;-24,90;0,53;-0,59;18,50
 6; 9889; 3 (K);-1,48;10,80;-5,76;-5,58;-23,81;0,67;0,03;18,52
 6; 9890; 3 (K);-0,07;13,00;-5,55;-3,78;-22,69;0,79;0,66;18,66
 6; 9891; 3 (K);1,30;15,26;-5,31;-2,04;-21,56;0,88;1,32;18,90
 6; 9892; 3 (K);2,65;17,65;-4,30;-0,36;-20,42;0,96;0,67;20,06
 6; 9893; 3 (K);-18,99;-18,76;-4,90;-32,51;-35,04;-0,30;-7,74;25,53
 6; 9894; 3 (K);-17,51;-15,51;-5,40;-29,94;-34,21;-0,48;-7,24;24,24
 6; 9895; 3 (K);-16,00;-12,49;-5,83;-27,39;-33,38;-0,57;-6,70;23,06
 6; 9896; 3 (K);-14,49;-9,67;-6,19;-24,87;-32,54;-0,59;-6,11;21,99
 6; 9897; 3 (K);-12,98;-7,03;-6,48;-22,40;-31,69;-0,53;-5,50;21,05
 6; 9898; 3 (K);-11,47;-4,55;-6,70;-20,00;-30,80;-0,43;-4,86;20,23
 6; 9899; 3 (K);-9,96;-2,20;-6,86;-17,67;-29,89;-0,29;-4,20;19,52
 6; 9900; 3 (K);-8,47;0,05;-6,96;-15,42;-28,94;-0,11;-3,52;18,94
 6; 9901; 3 (K);-6,99;2,22;-6,99;-13,26;-27,95;0,08;-2,83;18,48
 6; 9902; 3 (K);-5,54;4,34;-6,96;-11,19;-26,93;0,27;-2,13;18,14
 6; 9903; 3 (K);-4,11;6,42;-6,88;-9,20;-25,88;0,46;-1,42;17,92
 6; 9904; 3 (K);-2,70;8,50;-6,74;-7,29;-24,80;0,63;-0,70;17,82
 6; 9905; 3 (K);-1,32;10,59;-6,55;-5,45;-23,69;0,79;0,02;17,84
 6; 9906; 3 (K);0,02;12,71;-6,30;-3,67;-22,57;0,92;0,75;17,98
 6; 9907; 3 (K);1,33;14,90;-6,02;-1,96;-21,44;1,03;1,51;18,22
 6; 9908; 3 (K);2,62;17,23;-4,88;-0,29;-20,29;1,12;0,81;19,32
 6; 9909; 3 (K);-18,18;-17,93;-5,56;-32,75;-34,77;-0,49;-8,95;24,93
 6; 9910; 3 (K);-16,72;-14,77;-6,11;-30,09;-33,98;-0,68;-8,36;23,59
 6; 9911; 3 (K);-15,24;-11,84;-6,58;-27,45;-33,20;-0,76;-7,72;22,38
 6; 9912; 3 (K);-13,77;-9,12;-6,98;-24,85;-32,39;-0,76;-7,04;21,29
 6; 9913; 3 (K);-12,30;-6,58;-7,29;-22,32;-31,56;-0,68;-6,33;20,32
 6; 9914; 3 (K);-10,83;-4,19;-7,53;-19,86;-30,70;-0,54;-5,59;19,48
 6; 9915; 3 (K);-9,38;-1,93;-7,70;-17,50;-29,79;-0,35;-4,83;18,77
 6; 9916; 3 (K);-7,95;0,23;-7,80;-15,23;-28,85;-0,14;-4,05;18,18
 6; 9917; 3 (K);-6,53;2,32;-7,82;-13,06;-27,86;0,09;-3,25;17,72
 6; 9918; 3 (K);-5,14;4,34;-7,79;-10,99;-26,83;0,32;-2,45;17,38
 6; 9919; 3 (K);-3,78;6,34;-7,68;-9,01;-25,76;0,54;-1,64;17,15
 6; 9920; 3 (K);-2,44;8,34;-7,52;-7,12;-24,67;0,74;-0,82;17,05
 6; 9921; 3 (K);-1,14;10,34;-7,30;-5,30;-23,56;0,92;0,01;17,07
 6; 9922; 3 (K);0,13;12,39;-7,02;-3,55;-22,42;1,07;0,84;17,20
 6; 9923; 3 (K);1,37;14,50;-6,70;-1,86;-21,28;1,19;1,71;17,44
 6; 9924; 3 (K);2,58;16,74;-5,42;-0,22;-20,12;1,29;0,95;18,48
 6; 9925; 3 (K);-17,22;-17,01;-6,21;-33,00;-34,48;-0,74;-10,22;24,23
 6; 9926; 3 (K);-15,79;-13,95;-6,81;-30,22;-33,75;-0,92;-9,53;22,85
 6; 9927; 3 (K);-14,35;-11,13;-7,32;-27,49;-33,01;-0,99;-8,79;21,59
 6; 9928; 3 (K);-12,92;-8,51;-7,74;-24,80;-32,24;-0,96;-8,00;20,47
 6; 9929; 3 (K);-11,50;-6,08;-8,08;-22,20;-31,43;-0,84;-7,18;19,49
 6; 9930; 3 (K);-10,10;-3,79;-8,33;-19,69;-30,58;-0,66;-6,34;18,63
 6; 9931; 3 (K);-8,71;-1,63;-8,50;-17,29;-29,69;-0,43;-5,47;17,91
 6; 9932; 3 (K);-7,34;0,42;-8,60;-15,00;-28,74;-0,16;-4,58;17,32
 6; 9933; 3 (K);-6,00;2,41;-8,62;-12,82;-27,75;0,11;-3,68;16,85
 6; 9934; 3 (K);-4,69;4,34;-8,56;-10,76;-26,71;0,38;-2,77;16,51
 6; 9935; 3 (K);-3,40;6,25;-8,44;-8,80;-25,63;0,64;-1,86;16,28
 6; 9936; 3 (K);-2,15;8,15;-8,25;-6,93;-24,52;0,87;-0,94;16,18
 6; 9937; 3 (K);-0,93;10,07;-8,00;-5,14;-23,38;1,07;-0,01;16,19
 6; 9938; 3 (K);0,26;12,02;-7,68;-3,42;-22,24;1,23;0,92;16,32
 6; 9939; 3 (K);1,41;14,04;-7,32;-1,76;-21,08;1,36;1,90;16,56
 6; 9940; 3 (K);2,54;16,18;-5,91;-0,15;-19,92;1,46;1,10;17,53
 6; 9941; 3 (K);-16,10;-15,99;-6,86;-33,25;-34,19;-1,04;-11,55;23,43
 6; 9942; 3 (K);-14,71;-13,06;-7,50;-30,35;-33,51;-1,21;-10,76;21,99
 6; 9943; 3 (K);-13,32;-10,35;-8,04;-27,50;-32,81;-1,26;-9,90;20,70
 6; 9944; 3 (K);-11,95;-7,86;-8,48;-24,72;-32,08;-1,19;-9,00;19,55
 6; 9945; 3 (K);-10,59;-5,54;-8,84;-22,04;-31,29;-1,02;-8,07;18,55
 6; 9946; 3 (K);-9,25;-3,37;-9,09;-19,47;-30,46;-0,79;-7,11;17,68
 6; 9947; 3 (K);-7,94;-1,32;-9,27;-17,03;-29,57;-0,50;-6,13;16,95
 6; 9948; 3 (K);-6,65;0,62;-9,35;-14,72;-28,62;-0,18;-5,13;16,35
 6; 9949; 3 (K);-5,39;2,50;-9,36;-12,54;-27,62;0,14;-4,12;15,88
 6; 9950; 3 (K);-4,16;4,33;-9,29;-10,49;-26,56;0,46;-3,11;15,54
 6; 9951; 3 (K);-2,97;6,14;-9,14;-8,55;-25,46;0,76;-2,09;15,32
 6; 9952; 3 (K);-1,81;7,94;-8,93;-6,72;-24,33;1,01;-1,06;15,21
 6; 9953; 3 (K);-0,68;9,76;-8,64;-4,97;-23,17;1,23;-0,03;15,22
